,numchilds,meaneduc,overcrowding,isprecarious,Target,walltype,wallquality,floortype,floorqual,roofqual,region,dependency,headescolari,sumelectronics
4489,0,13.5,0.7,0,4,6,3,5,3,3,1,0.0,14,2.0
4491,1,5.0,2.5,0,1,5,3,5,3,3,1,1.5,1,4.0
4496,1,5.0,1.5,0,3,5,3,3,3,3,1,0.5,6,2.0
4499,1,6.0,1.5,0,3,5,3,3,2,3,1,2.0,6,2.0
4501,0,8.5,1.0,0,4,6,3,5,3,2,1,0.0,6,3.0
4505,2,7.0,2.0,0,4,6,3,5,3,3,1,1.0,6,5.0
4510,0,9.0,1.0,0,3,5,3,5,3,3,1,1.0,6,4.0
4511,0,8.0,2.0,0,4,6,3,5,3,3,1,0.0,7,2.0
4515,0,11.0,1.0,0,4,6,3,5,3,1,1,0.5,4,2.0
4519,1,10.0,1.0,0,3,6,2,5,3,2,1,0.6666666666666666,9,4.0
4521,0,13.0,0.5,0,4,6,2,5,3,3,1,0.0,13,4.0
4522,0,6.0,0.5,0,3,4,3,5,3,3,1,10.0,6,0.0
4523,0,14.0,0.5,0,4,6,3,5,3,3,1,0.0,14,2.0
4527,2,6.0,2.0,0,4,6,2,5,2,2,1,1.0,6,2.0
4528,0,15.5,2.0,0,4,6,3,5,3,3,1,0.0,14,2.0
4531,0,15.666667000000002,1.0,0,4,6,3,5,3,3,1,0.25,15,5.0
4535,0,8.0,3.0,0,3,6,3,5,3,3,1,1.0,6,1.0
4541,0,9.333333,1.3,0,4,5,3,5,3,3,1,0.0,3,8.0
4545,1,13.5,1.5,0,4,6,3,5,3,3,1,0.5,15,5.0
4549,0,0.0,0.7,0,1,4,1,4,2,1,1,1.0,0,2.0
4550,1,18.5,1.0,0,4,6,3,5,3,3,1,0.5,16,4.0
4555,0,12.0,1.0,0,4,5,3,5,3,2,1,0.5,15,4.0
4556,0,6.0,1.0,0,4,6,2,5,2,2,1,0.0,6,0.0
4559,1,13.0,2.0,0,1,6,3,5,3,2,1,1.0,13,1.0
4561,0,9.5,0.5,0,4,6,3,5,3,2,1,1.0,6,4.0
4563,0,8.0,1.0,0,4,3,2,5,2,2,1,0.0,7,2.0
4568,2,10.666667,1.7,0,2,6,3,5,3,3,1,0.6666666666666666,7,6.0
4573,1,7.0,2.0,0,2,4,2,5,3,3,1,1.0,8,3.0
4574,0,10.0,0.7,0,4,6,3,5,3,3,1,1.0,14,3.0
4576,2,15.5,1.3,0,4,6,3,5,3,3,1,1.0,15,2.0
4580,0,15.0,1.0,0,4,6,3,5,3,3,1,10.0,15,1.0
4583,1,7.5,1.0,0,4,6,3,5,3,3,1,0.5,6,3.0
4585,0,7.0,1.0,0,4,6,3,5,3,3,1,10.0,5,3.0
4589,1,13.5,1.0,0,4,6,3,5,3,3,1,0.5,13,3.0
4595,3,7.5,4.0,0,2,4,2,3,3,2,1,3.0,9,3.0
4599,1,4.5,3.0,0,2,4,1,4,2,2,1,2.0,3,0.0
4603,0,10.666667,1.0,0,4,6,2,5,2,1,1,0.5,4,2.0
4606,1,17.0,2.0,0,4,5,2,5,2,2,1,1.0,17,1.0
4609,0,10.8,1.7,0,3,6,3,5,3,3,1,0.0,11,4.0
4613,0,15.5,1.0,0,4,6,3,5,3,2,1,0.0,16,3.0
4615,0,11.666667,1.0,0,4,6,3,5,3,3,1,0.5,15,4.0
4617,0,4.5,1.0,0,2,6,3,5,2,1,1,1.0,3,2.0
4619,0,5.5,1.3,0,4,6,2,5,3,2,1,1.0,6,3.0
4623,0,7.0,1.0,0,3,4,2,4,2,2,1,1.0,8,0.0
4625,0,14.0,1.0,0,4,6,3,5,3,3,1,0.0,15,3.0
4627,1,15.666667000000002,1.2,0,4,6,3,5,3,3,1,0.6666666666666666,15,6.0
4634,1,9.666667,1.3,0,4,6,2,5,3,3,1,0.3333333333333333,9,5.0
4636,1,9.5,1.5,0,4,5,3,5,3,3,1,0.5,10,2.0
4639,0,9.0,0.5,0,4,6,3,5,3,3,1,10.0,9,1.0
4644,3,9.0,1.7,0,3,5,2,5,3,3,1,1.5,6,4.0
4645,0,6.0,0.5,0,4,6,2,5,1,2,1,10.0,6,1.0
4648,1,15.0,1.2,0,4,6,3,5,3,3,1,1.5,12,2.0
4653,0,14.75,1.3,0,4,6,3,5,3,3,1,0.0,16,5.0
4657,2,14.0,1.3,0,4,6,3,5,3,3,1,1.0,11,4.0
4660,0,11.333333,1.5,0,4,6,2,5,2,2,1,0.0,13,3.0
4662,1,15.5,1.5,0,4,6,3,5,3,3,1,0.5,17,3.0
4665,0,3.0,0.7,0,3,6,3,5,3,3,1,10.0,3,0.0
4666,0,11.0,1.0,0,3,6,3,5,3,3,1,10.0,11,1.0
4667,0,16.0,1.0,0,4,6,3,5,2,3,1,0.0,17,3.0
4671,0,14.5,1.3,0,4,6,3,5,3,3,1,1.0,15,6.0
4674,0,14.666667000000002,1.0,0,4,1,2,5,3,3,1,2.0,17,1.0
4676,0,7.5,0.7,0,4,6,3,5,3,3,1,0.0,6,3.0
4678,0,6.0,0.5,0,3,6,3,5,2,2,1,10.0,6,1.0
4679,0,8.0,1.5,0,4,4,3,5,3,3,1,0.5,10,3.0
4685,2,6.5,1.3,0,2,5,3,5,3,3,1,1.0,7,3.0
4686,0,16.0,0.7,0,4,1,3,5,3,3,1,1.0,15,2.0
4688,0,12.8,1.2,0,4,6,3,5,3,3,1,0.0,11,8.0
4694,0,11.0,1.0,0,4,4,3,5,3,3,1,1.0,8,2.0
4695,0,2.0,0.3,0,2,5,2,5,2,2,1,10.0,2,0.0
4698,1,14.0,2.0,0,2,6,2,5,2,2,1,1.0,3,1.0
4703,2,6.0,2.0,0,1,4,1,5,3,1,1,1.0,6,5.0
4705,0,15.0,2.0,0,4,6,3,5,3,3,1,0.0,14,3.0
4707,1,10.0,2.0,0,4,6,2,5,3,3,1,1.0,9,3.0
4711,0,7.5,1.0,0,1,6,2,4,1,1,1,10.0,9,0.0
4713,0,5.6666665,1.0,0,4,4,3,5,3,3,1,10.0,5,1.0
4715,1,8.199999799999999,1.5,0,4,6,3,5,3,3,1,0.2,6,7.0
4723,0,8.5,1.0,0,4,6,3,5,2,2,1,0.3333333333333333,8,2.0
4726,0,8.666667,1.0,0,4,6,3,5,3,3,1,0.5,3,2.0
4731,2,10.0,0.8,0,2,5,3,5,3,3,1,3.0,10,2.0
4736,0,24.5,1.0,0,4,4,3,5,3,3,1,0.6666666666666666,21,6.0
4737,1,5.3333335,1.3,0,4,6,2,5,3,3,1,0.3333333333333333,6,4.0
4741,1,7.1999998,1.5,0,4,6,3,5,3,2,1,0.5,6,4.0
4749,1,9.25,1.7,0,4,6,2,5,3,2,1,0.25,9,5.0
4752,0,16.5,1.0,0,4,6,3,5,3,3,1,1.0,11,4.0
4758,1,9.0,2.0,0,4,5,3,3,3,3,1,0.2,6,4.0
4763,0,6.0,0.7,0,4,6,2,5,3,3,1,10.0,6,1.0
4765,0,10.0,1.2,0,4,6,3,5,3,3,1,0.5,8,6.0
4771,1,6.5,2.0,0,4,5,3,4,3,3,1,0.2,8,4.0
4776,0,14.0,0.8,0,4,6,3,5,3,3,1,0.0,14,7.0
4777,0,15.0,1.5,0,4,6,3,5,3,3,1,0.5,15,2.0
4780,0,14.5,0.7,0,4,6,3,5,3,2,1,0.0,12,5.0
4784,0,0.66666669,1.5,0,4,6,2,5,3,2,1,2.0,0,1.0
4786,0,5.5,1.3,0,4,6,2,5,2,2,1,1.0,5,4.0
4789,0,6.0,1.0,0,4,6,2,5,3,3,1,0.0,9,2.0
4791,0,6.0,0.3,0,3,6,3,5,3,3,1,10.0,6,1.0
4793,0,13.333332999999998,1.0,0,4,6,3,5,3,3,1,0.0,15,6.0
4795,0,11.0,0.3,0,4,6,3,5,3,3,1,10.0,11,1.0
4799,0,8.25,2.0,0,4,5,3,5,3,3,1,0.0,6,5.0
4801,0,15.5,1.0,0,4,6,3,5,3,3,1,0.0,16,1.0
4802,0,15.0,0.5,0,4,6,3,5,3,3,1,0.0,15,1.0
4803,0,11.333333,0.8,0,4,6,2,5,3,3,1,0.0,14,5.0
4807,1,5.5,3.0,0,2,4,1,4,1,1,1,0.5,6,2.0
4809,0,3.0,0.5,0,4,6,3,5,3,2,1,10.0,3,1.0
4811,0,14.0,0.5,0,4,6,3,5,3,3,1,0.0,14,2.0
4813,0,0.0,1.0,0,3,5,1,3,3,1,1,1.0,0,0.0
4816,0,6.0,1.0,0,4,5,3,5,2,2,1,0.5,6,3.0
4818,0,8.25,1.3,0,4,5,3,5,3,3,1,0.0,3,4.0
4822,0,3.5,1.0,0,2,5,3,5,3,3,1,0.0,4,2.0
4823,0,9.0,2.0,0,4,4,2,4,2,2,1,0.0,12,2.0
4825,0,2.0,3.0,0,1,6,2,5,2,1,1,2.0,2,1.0
4829,0,6.0,0.7,0,3,6,3,5,3,3,1,10.0,6,3.0
4830,0,6.0,0.5,0,4,6,3,5,3,2,1,0.0,6,1.0
4832,0,10.333333,1.3,0,4,3,2,5,3,3,1,0.3333333333333333,6,2.0
4835,0,8.5,1.0,0,4,5,3,5,3,3,1,0.0,6,2.0
4839,0,6.3333335,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,6,4.0
4841,0,17.0,0.5,0,4,5,3,5,3,3,1,0.0,17,1.0
4844,0,12.5,1.3,0,4,6,3,5,3,3,1,1.0,11,2.0
4846,0,13.0,0.7,0,3,6,3,5,3,3,1,0.0,11,2.0
4850,1,6.0,1.5,0,1,5,2,5,2,2,1,2.0,6,0.0
4853,0,2.0,1.5,0,2,6,2,5,3,1,1,2.0,6,0.0
4859,3,5.8333335,3.0,0,1,6,2,3,1,3,1,2.0,3,2.0
4863,0,3.0,0.7,0,4,6,3,5,3,3,1,1.0,0,2.0
4867,0,3.3333333,1.0,0,4,3,3,5,3,3,1,0.5,1,2.0
4869,0,12.0,1.0,0,4,6,3,5,3,3,1,0.5,13,4.0
4873,0,7.0,1.5,0,4,6,3,5,3,3,1,0.5,8,2.0
4874,1,9.333333,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,8,5.0
4881,2,6.0,3.0,0,4,5,3,5,3,3,1,0.5,6,5.0
4884,0,10.333333,1.3,0,4,5,3,5,3,3,1,0.3333333333333333,13,4.0
4888,0,8.666667,1.0,0,4,4,3,5,3,3,1,0.5,1,3.0
4891,0,6.0,0.3,0,4,6,3,5,3,3,1,0.0,6,1.0
4896,2,7.0,3.0,0,4,2,2,1,1,3,1,0.5,9,3.0
4902,1,4.75,1.2,0,2,3,3,5,3,3,1,1.5,2,3.0
4905,0,4.3333335,0.8,0,3,5,3,5,3,2,1,0.0,1,3.0
4912,1,15.0,1.8,0,4,6,2,5,3,2,1,0.16666666666666666,9,5.0
4914,1,8.5,1.5,0,2,4,2,4,3,1,1,0.5,11,7.0
4920,0,3.5,1.0,0,4,4,2,5,3,2,1,1.0,1,1.0
4922,1,9.0,1.5,0,2,4,2,5,2,3,1,0.5,7,2.0
4924,0,5.5,1.0,0,3,6,1,5,2,2,1,0.0,5,2.0
4931,0,5.0,2.0,0,3,6,2,5,2,2,1,1.0,6,0.0
4932,0,7.0,0.5,0,4,6,3,5,3,3,1,0.0,7,1.0
4934,0,6.0,1.0,0,2,6,2,5,2,2,1,1.0,6,2.0
4936,0,3.0,1.0,0,4,5,3,5,3,3,1,1.0,6,1.0
4938,0,16.0,1.0,0,4,6,3,5,3,3,1,0.0,17,2.0
4942,0,11.25,1.3,0,4,6,3,4,3,3,1,0.0,11,3.0
4949,1,9.5,1.5,0,4,5,3,5,3,3,1,0.2,6,6.0
4950,0,6.0,0.5,0,3,5,3,3,3,3,1,10.0,6,1.0
4953,2,12.0,2.0,0,4,6,3,5,3,3,1,1.0,9,2.0
4955,0,6.0,0.5,0,4,4,2,5,3,2,1,0.0,6,1.0
4957,0,12.0,2.0,0,4,5,3,5,3,3,1,0.3333333333333333,6,5.0
4961,0,6.0,1.5,0,4,6,3,5,3,2,1,0.5,6,4.0
4965,1,8.5,1.7,0,4,6,3,3,1,1,1,0.6666666666666666,6,2.0
4970,0,14.333332999999998,0.8,0,4,5,3,5,3,3,1,0.5,15,5.0
4974,2,11.5,1.3,0,4,6,3,5,3,3,1,1.0,15,4.0
4978,0,7.666666499999999,1.0,0,4,5,3,5,3,3,1,0.0,5,3.0
4980,0,3.5,1.5,0,4,4,1,3,1,1,1,0.5,1,3.0
4983,2,7.5,1.7,0,4,5,3,5,3,3,1,1.5,9,3.0
4988,0,1.5,1.0,0,4,5,2,4,2,3,1,0.5,0,2.0
4993,1,12.333333,1.2,0,4,6,3,5,3,3,1,0.6666666666666666,6,6.0
4995,0,6.0,1.5,0,3,6,2,5,2,2,1,0.0,6,1.0
5002,0,6.0,2.5,0,4,6,2,5,2,2,1,1.5,6,3.0
5003,1,22.0,1.5,0,2,6,3,5,3,3,1,0.5,10,2.0
5006,0,16.0,0.5,0,4,6,3,5,3,3,1,0.0,16,1.0
5007,0,6.0,2.0,0,3,6,1,5,1,1,1,10.0,6,0.0
5011,1,14.5,1.5,0,4,6,3,5,3,3,1,0.5,15,2.0
5013,0,7.5,1.5,0,3,6,3,5,3,3,1,0.5,6,3.0
5016,0,17.0,1.0,0,4,5,3,5,3,3,1,0.0,13,4.0
5022,0,7.8000002,1.2,0,4,5,3,5,3,3,1,0.25,6,7.0
5023,0,4.0,1.0,0,3,4,2,3,2,2,1,10.0,4,1.0
5024,0,4.0,1.3,0,2,4,2,4,2,2,1,1.0,2,1.0
5028,0,6.0,1.0,0,4,6,3,5,3,3,1,10.0,6,2.0
5032,0,7.0,1.0,0,4,6,2,3,2,2,1,0.5,6,3.0
5034,1,13.0,1.3,0,4,6,3,5,3,2,1,1.0,12,4.0
5037,0,6.0,2.0,0,4,5,3,3,3,3,1,0.0,6,2.0
5040,1,14.0,0.8,0,4,6,3,5,3,3,1,0.5,15,5.0
5044,0,6.3333335,1.5,0,4,5,2,3,2,2,1,0.0,6,3.0
5046,0,8.0,1.0,0,2,3,2,5,3,3,1,2.0,3,2.0
5049,0,10.0,1.3,0,4,6,3,5,3,2,1,0.3333333333333333,9,4.0
5053,0,5.0,0.5,0,4,3,2,5,2,2,1,10.0,6,0.0
5055,1,5.0,1.5,0,2,5,3,5,3,3,1,0.5,6,2.0
5057,1,6.0,1.0,0,3,6,3,5,3,2,1,0.5,6,2.0
5061,0,2.5,1.0,0,3,5,3,5,3,3,1,1.0,2,1.0
5063,0,6.0,1.0,0,4,5,3,5,3,3,1,0.5,6,2.0
5065,0,4.0,0.5,0,3,6,2,5,3,3,1,10.0,4,0.0
5068,1,11.5,2.5,0,2,5,3,3,2,3,1,1.5,6,3.0
5073,0,5.5,1.7,0,3,5,3,5,3,3,1,1.5,5,5.0
5078,0,3.0,1.3,0,4,6,3,5,3,3,1,1.0,3,4.0
5081,0,11.5,1.0,0,4,6,2,5,1,1,1,0.0,6,3.0
5087,0,10.75,1.3,0,4,6,3,5,3,2,1,0.0,11,5.0
5091,1,9.0,2.5,0,4,6,3,5,3,3,1,0.6666666666666666,6,4.0
5093,0,5.0,1.0,0,4,5,2,4,2,2,1,1.0,4,1.0
5098,1,10.0,2.5,0,4,3,2,3,2,2,1,0.6666666666666666,6,2.0
5101,2,8.5,1.8,0,4,6,2,5,2,2,1,1.3333333333333333,3,4.0
5107,1,9.0,1.5,0,1,4,2,3,2,2,1,0.5,11,2.0
5111,0,11.666667,1.0,0,4,5,3,5,3,3,1,0.0,6,3.0
5113,0,13.666667000000002,2.5,0,4,3,2,5,2,1,1,0.25,9,4.0
5120,0,6.0,1.0,0,4,6,2,3,2,2,1,0.0,6,3.0
5121,0,6.0,0.5,0,2,6,1,5,1,2,1,0.0,6,1.0
5123,1,5.5,0.8,0,4,6,2,5,2,2,1,2.0,5,2.0
5127,0,13.0,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,6,4.0
5129,0,11.0,0.7,0,4,6,3,5,3,1,1,0.0,11,1.0
5133,2,15.0,1.3,0,4,6,3,5,3,3,1,1.0,15,3.0
5135,0,5.5,0.7,0,4,6,3,5,3,3,1,1.0,11,1.0
5136,1,11.166667,2.2,0,3,6,3,5,3,3,1,0.8333333333333334,14,10.0
5147,0,8.0,0.3,0,4,6,2,5,2,3,1,0.0,8,0.0
5148,1,8.0,2.0,0,2,6,2,5,3,3,1,1.0,6,5.0
5154,0,0.5,1.0,0,4,6,3,5,2,1,1,1.0,1,0.0
5156,0,6.0,0.3,0,3,6,3,5,3,3,1,0.0,6,1.0
5158,0,15.0,2.0,0,4,6,3,5,3,3,1,0.0,19,2.0
5162,1,6.5,2.5,0,3,6,3,5,3,3,1,1.5,7,2.0
5164,0,6.0,2.0,0,3,4,3,3,3,3,1,0.0,6,2.0
5168,0,12.0,1.3,0,2,6,2,5,2,2,1,3.0,3,3.0
5170,2,6.5,1.3,0,1,6,3,5,3,3,1,1.0,3,2.0
5174,1,13.5,1.5,0,4,6,3,5,3,3,1,0.5,14,4.0
5178,0,11.333333,1.0,0,4,6,3,5,3,3,1,0.0,11,5.0
5180,1,7.0,1.5,0,4,5,3,5,3,3,1,0.5,8,2.0
5184,0,10.5,1.0,0,4,6,3,5,3,3,1,0.0,6,2.0
5185,1,11.0,1.3,0,4,6,3,5,3,2,1,1.0,15,4.0
5189,0,8.0,0.5,0,4,6,3,5,3,3,1,0.0,8,1.0
5191,0,2.6666667,0.8,0,4,4,1,3,2,1,1,2.0,1,1.0
5195,1,9.666667,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,6,2.0
5199,3,6.0,3.0,0,2,3,2,5,2,2,1,2.0,6,2.0
5205,0,9.0,1.5,0,2,6,3,5,3,3,1,0.5,7,3.0
5208,0,9.0,1.3,0,4,6,3,5,3,3,1,1.0,5,5.0
5212,0,11.5,1.3,0,4,6,3,5,3,3,1,0.0,11,6.0
5214,0,7.0,1.3,0,4,6,3,5,3,3,1,0.0,6,5.0
5218,0,0.0,1.7,0,3,6,2,5,2,2,1,10.0,0,1.0
5221,1,5.5,1.7,0,2,6,2,5,2,2,1,1.0,5,1.0
5223,1,10.0,1.3,0,4,6,3,5,3,2,1,0.3333333333333333,8,3.0
5227,0,6.3333335,1.0,0,1,6,2,5,3,3,1,0.5,4,3.0
5232,0,11.0,1.0,0,4,5,2,5,3,1,1,2.0,11,4.0
5237,2,14.0,1.2,0,4,6,3,5,3,3,1,1.5,17,3.0
5238,0,13.8,1.7,0,4,6,3,5,3,3,1,0.0,13,5.0
5244,0,6.5,1.0,0,4,6,3,3,3,3,1,0.0,6,4.0
5249,2,7.0,2.0,0,1,3,2,3,2,2,1,2.0,7,3.0
5250,2,13.5,2.0,0,3,6,2,5,2,2,1,1.0,16,2.0
5255,0,7.5,1.0,0,2,4,1,5,1,1,1,10.0,6,1.0
5258,2,8.0,2.0,0,4,6,3,5,3,3,1,1.0,10,4.0
5260,0,9.0,1.0,0,4,6,2,5,2,3,1,0.0,6,2.0
5263,0,3.0,0.7,0,2,6,3,5,3,3,1,0.0,0,2.0
5264,0,6.0,0.5,0,4,5,2,5,2,2,1,0.0,6,1.0
5265,0,17.0,0.5,0,4,6,3,5,3,3,1,0.0,17,1.0
5267,0,11.0,1.0,0,4,6,3,5,3,3,1,1.0,16,2.0
5269,1,10.2,1.5,0,4,5,3,5,3,3,1,0.2,11,5.0
5274,0,17.0,0.8,0,4,6,3,5,3,3,1,0.5,18,10.0
5277,0,15.0,1.0,0,4,3,3,5,3,3,1,10.0,15,3.0
5282,1,6.0,2.0,0,4,3,2,5,2,2,1,1.0,6,2.0
5283,0,0.5,2.0,0,2,6,2,5,3,3,1,1.0,0,0.0
5287,0,10.0,1.0,0,4,3,2,5,3,2,1,0.0,9,3.0
5288,0,7.0,0.5,0,4,3,3,5,3,3,1,0.0,7,1.0
5292,1,7.666666499999999,2.0,0,4,6,3,5,3,3,1,0.3333333333333333,6,2.0
5294,1,5.0,1.0,0,3,6,3,5,3,3,1,0.5,0,3.0
5296,0,3.5,1.5,0,1,3,2,5,3,2,1,0.5,1,3.0
5299,1,16.0,0.7,0,4,6,3,5,3,3,1,1.0,16,3.0
5302,0,6.0,0.7,0,4,6,2,5,3,2,1,10.0,6,1.0
5305,2,6.0,1.3,0,3,5,3,5,3,3,1,1.0,6,2.0
5307,1,6.666666499999999,1.3,0,4,5,3,5,3,3,1,3.0,2,3.0
5312,0,8.5,1.0,0,4,6,2,5,2,2,1,0.5,11,3.0
5315,1,8.5,1.5,0,4,6,3,5,3,3,1,0.5,11,2.0
5321,2,14.5,1.7,0,4,6,3,5,3,3,1,1.5,21,7.0
5322,0,6.0,0.5,0,2,6,3,5,3,1,1,0.0,6,1.0
5325,0,6.0,1.3,0,4,6,3,5,3,1,1,1.0,3,1.0
5327,0,5.0,0.5,0,3,6,2,5,3,2,1,10.0,5,0.0
5328,0,3.0,0.7,0,3,4,1,4,2,1,1,10.0,3,3.0
5330,2,16.0,1.3,0,4,6,3,5,3,3,1,1.0,17,3.0
5336,1,15.5,1.5,0,4,6,3,5,2,3,1,0.5,16,3.0
5338,0,3.5,0.7,0,4,5,3,5,3,3,1,1.0,1,2.0
5341,0,9.0,1.3,0,4,6,3,5,3,3,1,0.0,6,4.0
5345,0,3.5,1.3,0,4,5,2,5,3,2,1,1.0,3,3.0
5346,0,7.0,3.0,0,4,6,3,3,3,3,1,0.5,7,3.0
5349,1,5.75,1.2,0,3,6,3,5,3,2,1,0.6666666666666666,3,0.0
5354,0,4.5,1.0,0,4,5,2,5,3,2,1,0.0,9,2.0
5358,2,6.0,2.5,0,3,6,3,3,3,3,1,1.5,8,3.0
5366,1,18.5,3.0,0,3,6,2,3,1,2,1,1.0,4,5.0
5367,2,11.0,1.0,0,1,1,2,3,1,2,1,2.0,11,2.0
5373,2,10.0,1.7,0,3,6,3,5,3,3,1,4.0,3,3.0
5376,1,14.5,1.3,0,4,6,3,5,3,3,1,1.0,12,5.0
5380,0,6.666666499999999,1.8,0,4,5,3,5,3,3,1,0.0,0,5.0
5383,0,9.3999996,1.7,0,4,6,2,5,3,2,1,0.0,6,5.0
5387,0,1.0,0.5,0,4,6,3,5,3,3,1,0.0,1,1.0
5388,1,7.5,3.0,0,2,6,2,3,1,1,1,0.5,4,2.0
5395,1,15.5,2.0,0,1,6,3,5,3,3,1,0.3333333333333333,8,3.0
5399,1,6.0,1.7,0,2,6,3,5,3,2,1,4.0,6,2.0
5402,0,6.0,1.0,0,4,4,1,3,3,3,1,0.0,6,1.0
5404,0,8.5,1.0,0,4,5,3,5,3,3,1,0.0,11,2.0
5405,0,3.3333333,0.8,0,3,5,2,5,2,2,1,2.0,6,1.0
5408,0,6.0,0.3,0,1,5,1,5,2,1,1,0.0,6,0.0
5412,1,6.0,2.0,0,4,3,3,5,3,3,1,1.0,6,5.0
5415,0,6.0,1.5,0,3,4,2,4,2,1,1,0.5,6,3.0
5417,0,17.0,2.0,0,4,6,3,5,3,3,1,0.0,17,2.0
5421,0,12.0,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,6,6.0
5422,0,7.5,1.3,0,4,6,2,5,3,2,1,0.0,3,9.0
5430,1,13.0,1.2,0,4,5,3,5,2,2,1,0.25,6,4.0
5431,0,2.0,0.7,0,4,6,3,3,3,3,1,1.0,2,1.0
5434,0,6.3333335,1.5,0,4,6,3,5,3,3,1,0.0,3,3.0
5440,4,5.6666665,3.3,0,1,6,3,5,2,2,1,0.6666666666666666,7,1.0
5448,1,5.5,1.5,0,2,6,2,5,2,2,1,0.5,6,2.0
5449,0,7.0,2.0,0,4,2,1,3,1,1,1,0.0,3,1.0
5454,1,10.333333,1.3,0,4,5,3,5,3,3,1,0.3333333333333333,14,4.0
5457,0,10.0,1.0,0,4,5,3,3,2,3,1,0.0,6,3.0
5461,2,3.0,1.3,0,2,6,2,3,2,2,1,1.0,0,1.0
5462,0,6.0,1.0,0,4,4,2,3,3,3,1,0.0,6,1.0
5465,1,5.0,3.0,0,3,4,2,4,2,2,1,0.5,8,2.0
5468,1,4.3333335,1.3,0,4,2,2,4,3,2,1,0.3333333333333333,3,3.0
5470,0,6.0,1.0,0,3,4,1,4,1,2,1,10.0,6,1.0
5471,2,6.0,1.3,0,3,5,2,5,3,3,1,1.0,6,2.0
5475,0,3.5,1.0,0,4,5,2,5,3,2,1,0.0,0,3.0
5477,0,6.0,1.0,0,3,4,1,3,1,1,1,0.0,6,1.0
5478,0,4.0,0.7,0,4,6,2,5,3,2,1,1.0,2,2.0
5480,0,3.0,0.5,0,2,6,2,3,2,2,1,0.0,3,0.0
5484,2,6.0,2.0,0,3,4,2,4,2,2,1,1.0,6,2.0
5485,0,6.0,0.5,0,4,5,3,5,3,3,1,10.0,6,1.0
5488,1,7.5,1.5,0,4,5,3,5,3,3,1,0.5,6,2.0
5490,0,7.5,1.3,0,4,6,3,5,3,3,1,0.0,6,4.0
5493,0,8.5,1.0,0,4,5,2,5,2,2,1,0.0,11,2.0
5499,1,5.0,1.2,0,4,3,3,5,3,3,1,1.5,6,4.0
5501,0,8.333333,0.8,0,1,6,3,5,3,3,1,0.0,6,3.0
5504,0,2.5,1.0,0,3,5,3,3,1,3,1,10.0,3,0.0
5506,0,0.0,1.0,0,3,5,3,5,3,3,1,0.0,0,1.0
5508,0,3.0,1.0,0,3,5,3,5,2,1,1,10.0,0,2.0
5511,2,8.0,1.0,0,1,5,3,5,3,3,1,2.0,8,1.0
5513,0,3.0,1.0,0,4,5,2,5,3,1,1,0.5,2,2.0
5515,2,12.0,1.5,0,2,5,2,3,2,3,1,2.0,12,1.0
5518,0,7.5,1.0,0,2,6,2,5,3,2,1,0.0,6,0.0
5521,1,10.5,1.5,0,4,5,3,5,3,3,1,0.5,10,1.0
5523,0,4.5,1.0,0,2,6,2,5,2,2,1,0.3333333333333333,6,3.0
5528,2,7.0,4.0,0,1,5,3,5,3,3,1,1.0,7,2.0
5532,1,3.5,1.5,0,1,4,1,4,2,2,1,0.5,0,2.0
5535,0,6.666666499999999,0.6,0,4,6,2,5,2,2,1,0.0,6,5.0
5538,1,0.0,2.0,0,1,4,3,4,1,1,1,3.0,0,1.0
5545,1,6.0,1.7,0,3,5,3,3,3,3,1,1.5,6,3.0
5546,0,6.0,0.2,0,4,6,2,5,2,1,1,0.0,6,1.0
5550,2,8.5,1.7,0,1,5,3,5,3,3,1,1.5,6,2.0
5552,0,3.0,0.5,0,1,5,2,5,3,2,1,10.0,3,1.0
5554,0,1.5,0.7,0,4,6,2,5,2,2,1,1.0,0,0.0
5555,2,9.5,2.0,0,3,3,3,5,3,3,1,1.0,12,2.0
5559,1,6.0,3.0,0,4,4,2,3,2,2,1,0.5,6,2.0
5562,0,1.0,0.5,0,4,3,2,5,2,2,1,0.0,1,1.0
5564,0,8.75,1.7,0,4,6,3,5,3,3,1,0.25,6,6.0
5568,0,0.0,2.0,0,2,3,3,5,3,3,1,10.0,0,0.0
5570,0,4.5,3.0,0,4,4,1,4,1,1,1,0.0,3,4.0
5573,1,7.5,1.0,0,4,6,3,5,3,3,1,0.5,6,2.0
5576,1,4.5,1.3,0,4,6,3,4,3,3,1,0.5,3,3.0
5578,0,6.0,0.5,0,2,4,3,4,3,3,1,0.0,6,1.0
5579,0,1.0,1.0,0,4,4,2,4,2,2,1,1.0,1,2.0
5585,0,3.2,1.7,0,4,4,2,4,2,2,1,0.0,3,4.0
5588,2,6.0,2.0,0,4,6,3,5,3,3,1,1.0,1,3.0
5590,1,5.0,1.0,0,4,4,2,5,3,2,1,0.5,6,2.0
5595,0,8.333333,1.5,0,4,4,3,5,3,3,1,0.0,6,3.0
5597,1,8.5,1.0,0,4,4,2,4,3,3,1,0.5,6,2.0
5600,0,9.5,1.3,0,4,4,3,5,3,3,1,0.3333333333333333,6,4.0
